                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.67826,                0.37852,                0.82682,                0.98175,                0.94976,                0.98714,                0.84898,                 0.5296,                0.32384,                0.81629,             0.00080408,             0.00080408,             0.00080408
                    154,                0.66831,                0.37922,                0.81872,                0.98621,                0.95506,                0.98859,                 0.8549,                 0.5404,                0.31657,                0.81757,             0.00079616,             0.00079616,             0.00079616
                    155,                0.66056,                0.38336,                0.82456,                0.98367,                0.95345,                0.98833,                0.85516,                 0.5405,                0.31238,                0.81584,             0.00078824,             0.00078824,             0.00078824
                    156,                0.65992,                0.37139,                0.82016,                0.98343,                0.95266,                0.98748,                0.85159,                0.54168,                0.32468,                0.81545,             0.00078032,             0.00078032,             0.00078032
                    157,                0.63731,                0.37165,                0.81548,                0.98505,                0.95192,                0.98715,                0.85231,                0.54516,                0.30913,                0.81813,              0.0007724,              0.0007724,              0.0007724
                    158,                0.62726,                0.36248,                0.82241,                0.96649,                0.96629,                0.98927,                0.85616,                0.52457,                0.30539,                0.81553,             0.00076448,             0.00076448,             0.00076448
                    159,                0.65748,                0.37542,                0.81923,                0.98096,                0.94703,                 0.9885,                0.84851,                0.56253,                0.31824,                0.82024,             0.00075656,             0.00075656,             0.00075656
                    160,                0.65505,                0.38139,                0.82877,                0.96888,                0.95506,                0.98991,                 0.8593,                0.55334,                0.31213,                0.81804,             0.00074864,             0.00074864,             0.00074864
                    161,                0.64462,                0.38615,                0.81353,                0.98565,                 0.9374,                0.98987,                0.85519,                 0.5393,                0.32449,                0.81542,             0.00074072,             0.00074072,             0.00074072
                    162,                0.67265,                0.37943,                0.82731,                0.97375,                0.95271,                0.98857,                0.86236,                0.53721,                0.30632,                0.81755,              0.0007328,              0.0007328,              0.0007328
                    163,                0.68416,                0.37708,                0.83086,                0.98227,                0.94703,                0.98754,                0.83444,                0.58969,                0.33445,                0.81913,             0.00072488,             0.00072488,             0.00072488
                    164,                0.65342,                0.37529,                0.82048,                0.97533,                0.95208,                0.98914,                0.85844,                0.53189,                0.30528,                0.81695,             0.00071696,             0.00071696,             0.00071696
                    165,                0.63491,                0.35368,                0.82787,                0.97773,                0.95345,                0.98961,                0.85198,                 0.5692,                0.31691,                0.82135,             0.00070904,             0.00070904,             0.00070904
                    166,                0.60514,                0.35707,                0.81851,                0.98336,                0.94869,                0.98899,                0.85972,                0.54018,                0.30513,                0.81648,             0.00070112,             0.00070112,             0.00070112
                    167,                0.64255,                0.36858,                  0.825,                0.98658,                0.94389,                 0.9881,                0.85708,                0.54876,                0.31295,                0.81779,              0.0006932,              0.0006932,              0.0006932
                    168,                0.65111,                0.36917,                0.82224,                0.98178,                0.95162,                 0.9885,                0.83779,                0.57757,                0.32322,                0.81922,             0.00068528,             0.00068528,             0.00068528
                    169,                0.61925,                  0.364,                0.81141,                0.97069,                0.95687,                0.98866,                0.85482,                0.53962,                0.29965,                0.81654,             0.00067736,             0.00067736,             0.00067736
                    170,                0.62989,                0.35454,                0.81137,                0.98022,                 0.9543,                0.98939,                0.85762,                0.53668,                0.30411,                0.81471,             0.00066944,             0.00066944,             0.00066944
                    171,                0.65851,                0.37549,                0.82259,                0.98176,                0.95062,                0.98915,                0.84811,                0.56094,                0.32255,                0.81561,             0.00066152,             0.00066152,             0.00066152
                    172,                0.62582,                0.36104,                0.82921,                0.98665,                0.94382,                0.98568,                0.86188,                0.54508,                0.31047,                0.81519,              0.0006536,              0.0006536,              0.0006536
                    173,                0.67538,                0.37102,                0.82012,                0.98477,                0.94382,                0.98869,                0.86068,                0.54267,                0.30949,                0.81435,             0.00064568,             0.00064568,             0.00064568
                    174,                0.64383,                0.36094,                0.81219,                0.98364,                0.94543,                 0.9889,                0.86496,                0.50594,                0.29572,                0.81271,             0.00063776,             0.00063776,             0.00063776
                    175,                0.60157,                0.34565,                0.82155,                0.97868,                0.95773,                0.98993,                0.85882,                0.50951,                0.29107,                0.81366,             0.00062984,             0.00062984,             0.00062984
                    176,                0.59392,                0.35264,                0.81238,                0.97555,                0.96053,                0.99024,                0.86152,                0.51428,                0.29881,                0.81461,             0.00062192,             0.00062192,             0.00062192
                    177,                0.62858,                0.36479,                0.82636,                0.98025,                0.94864,                0.98357,                0.84274,                 0.5422,                0.32153,                0.81788,               0.000614,               0.000614,               0.000614
                    178,                0.62596,                0.35215,                0.81413,                0.98786,                0.94543,                0.98467,                0.86339,                0.51177,                0.29736,                0.81281,             0.00060608,             0.00060608,             0.00060608
                    179,                0.59706,                0.33914,                0.82025,                0.98335,                0.94806,                0.98807,                0.85578,                0.52747,                0.30232,                0.81444,             0.00059816,             0.00059816,             0.00059816
                    180,                0.60621,                0.35007,                0.82023,                0.97857,                0.95292,                0.98867,                0.85647,                0.52118,                0.30708,                0.81172,             0.00059024,             0.00059024,             0.00059024
                    181,                0.63607,                0.36054,                0.81489,                0.97171,                0.95506,                0.98663,                 0.8584,                0.52566,                0.30576,                0.81282,             0.00058232,             0.00058232,             0.00058232
                    182,                0.62551,                0.36093,                0.81449,                0.97821,                0.95185,                0.98871,                0.86189,                0.51657,                0.30482,                0.81355,              0.0005744,              0.0005744,              0.0005744
                    183,                0.61308,                0.35138,                0.80851,                0.97024,                0.96308,                0.98971,                0.87193,                0.50838,                0.29419,                0.81135,             0.00056648,             0.00056648,             0.00056648
                    184,                0.62695,                0.35262,                0.81996,                0.98014,                0.95056,                0.98654,                0.84871,                0.54278,                0.31198,                0.81495,             0.00055856,             0.00055856,             0.00055856
                    185,                0.61569,                0.34554,                0.81927,                 0.9785,                0.94969,                0.98758,                0.85325,                 0.5387,                0.29748,                0.81368,             0.00055064,             0.00055064,             0.00055064
                    186,                0.59762,                0.33688,                0.81987,                0.98175,                0.94993,                0.98937,                0.85302,                0.55416,                0.30416,                0.81351,             0.00054272,             0.00054272,             0.00054272
                    187,                0.61072,                0.33892,                0.81653,                0.98017,                0.95211,                0.98809,                0.85061,                0.55019,                0.30155,                 0.8133,              0.0005348,              0.0005348,              0.0005348
                    188,                0.64543,                0.36257,                0.81923,                0.97229,                0.95743,                0.98726,                 0.8595,                0.51641,                0.29797,                0.81168,             0.00052688,             0.00052688,             0.00052688
                    189,                0.61793,                0.35075,                0.81722,                0.98194,                 0.9598,                0.98998,                0.85902,                0.52797,                0.29808,                0.81321,             0.00051896,             0.00051896,             0.00051896
                    190,                0.61458,                0.34879,                0.81353,                0.98187,                0.95608,                0.98948,                0.85941,                0.52281,                0.28919,                0.81341,             0.00051104,             0.00051104,             0.00051104
                    191,                0.58809,                0.32978,                0.82217,                0.96767,                0.96088,                0.98866,                0.86662,                0.49715,                0.28472,                 0.8113,             0.00050312,             0.00050312,             0.00050312
                    192,                0.60377,                0.34457,                0.81098,                0.97964,                0.95987,                0.98955,                0.86932,                0.51018,                0.30129,                0.81171,              0.0004952,              0.0004952,              0.0004952
                    193,                0.61374,                0.34326,                0.80863,                0.98274,                0.95506,                0.98895,                0.87035,                0.49934,                0.28454,                0.81105,             0.00048728,             0.00048728,             0.00048728
                    194,                0.61528,                0.34242,                0.81438,                0.98099,                0.95506,                 0.9898,                0.86101,                 0.5305,                 0.2996,                0.81035,             0.00047936,             0.00047936,             0.00047936
                    195,                0.58636,                0.34841,                0.80904,                0.97863,                0.95185,                0.98897,                0.86928,                0.50383,                0.29271,                0.81094,             0.00047144,             0.00047144,             0.00047144
                    196,                0.61705,                0.34565,                 0.8138,                 0.9818,                0.95272,                0.98793,                0.86739,                0.50599,                0.29232,                0.81134,             0.00046352,             0.00046352,             0.00046352
                    197,                0.61337,                 0.3474,                0.81796,                0.98502,                0.94965,                0.98799,                 0.8584,                0.53712,                0.30088,                0.81197,              0.0004556,              0.0004556,              0.0004556
                    198,                0.61851,                0.34752,                0.81101,                0.98379,                0.95024,                0.98712,                0.85867,                0.52967,                0.29643,                0.81318,             0.00044768,             0.00044768,             0.00044768
                    199,                0.59607,                0.33799,                  0.813,                0.98348,                0.95561,                0.98989,                0.86945,                0.50555,                0.29505,                0.81183,             0.00043976,             0.00043976,             0.00043976
                    200,                 0.5615,                0.33114,                0.81416,                0.98195,                0.96055,                0.99021,                0.87258,                0.49514,                0.28345,                 0.8103,             0.00043184,             0.00043184,             0.00043184
                    201,                 0.5953,                0.34158,                0.81243,                0.97808,                0.95024,                0.98883,                0.87481,                0.48742,                0.28232,                0.81083,             0.00042392,             0.00042392,             0.00042392
                    202,                0.59757,                0.33383,                0.81797,                0.97867,                0.95506,                0.99005,                 0.8733,                0.49716,                 0.2856,                0.81256,               0.000416,               0.000416,               0.000416
                    203,                0.60603,                0.35184,                0.81182,                0.98022,                0.95452,                0.98704,                0.85561,                0.51598,                0.29902,                0.81063,             0.00040808,             0.00040808,             0.00040808
                    204,                0.57275,                0.32867,                0.80335,                0.98111,                0.95185,                0.98311,                 0.8522,                0.51857,                 0.2956,                0.81252,             0.00040016,             0.00040016,             0.00040016
                    205,                0.58074,                0.33833,                0.81072,                0.98353,                0.95867,                0.98576,                0.86584,                0.51756,                0.29772,                0.81172,             0.00039224,             0.00039224,             0.00039224
                    206,                0.57868,                0.32609,                0.81437,                0.98031,                 0.9588,                0.98819,                0.86993,                0.49021,                0.28563,                0.80869,             0.00038432,             0.00038432,             0.00038432
                    207,                0.58988,                0.32704,                0.80954,                 0.9812,                0.95987,                0.99014,                0.87258,                0.51203,                0.28633,                0.80975,              0.0003764,              0.0003764,              0.0003764
                    208,                0.57121,                0.32791,                 0.8168,                0.97947,                0.96148,                0.98817,                0.85791,                0.51239,                0.29044,                0.81128,             0.00036848,             0.00036848,             0.00036848
                    209,                 0.5688,                0.32751,                0.81589,                0.98352,                0.95784,                0.99011,                0.86632,                0.50261,                0.29244,                0.80924,             0.00036056,             0.00036056,             0.00036056
                    210,                0.57348,                0.33741,                0.80757,                 0.9817,                0.95666,                0.98766,                0.85641,                 0.5205,                 0.2915,                0.80937,             0.00035264,             0.00035264,             0.00035264
                    211,                0.59618,                0.34477,                0.81589,                0.98353,                0.95832,                0.98925,                0.87501,                0.49854,                0.28998,                0.80801,             0.00034472,             0.00034472,             0.00034472
                    212,                0.58804,                0.32986,                0.80888,                0.98447,                0.95506,                0.98565,                0.86746,                0.49998,                0.27893,                0.81023,              0.0003368,              0.0003368,              0.0003368
                    213,                0.59359,                0.33308,                0.80464,                0.98047,                0.95827,                 0.9902,                0.87277,                0.49519,                0.28278,                0.80873,             0.00032888,             0.00032888,             0.00032888
                    214,                0.59237,                0.33284,                0.80945,                0.97864,                0.95585,                0.98921,                0.86928,                  0.491,                0.28223,                0.80903,             0.00032096,             0.00032096,             0.00032096
                    215,                0.56234,                0.32081,                0.81531,                0.98021,                0.95666,                0.98642,                 0.8649,                0.51395,                0.28887,                0.80855,             0.00031304,             0.00031304,             0.00031304
                    216,                0.58898,                0.33745,                0.80291,                0.97964,                0.95827,                0.98964,                0.86384,                0.48933,                0.28016,                0.80836,             0.00030512,             0.00030512,             0.00030512
                    217,                0.57028,                0.32623,                0.80818,                0.97707,                0.95666,                0.99021,                0.86558,                0.49894,                0.27652,                0.80715,              0.0002972,              0.0002972,              0.0002972
                    218,                0.57095,                0.32679,                0.81454,                0.97699,                0.95398,                0.98958,                0.86884,                0.48862,                 0.2768,                0.80837,             0.00028928,             0.00028928,             0.00028928
                    219,                0.57486,                0.33312,                0.79859,                0.97861,                0.95453,                0.98974,                0.85825,                0.52878,                0.28343,                0.80883,             0.00028136,             0.00028136,             0.00028136
                    220,                0.57469,                0.31964,                0.80686,                0.98181,                0.95313,                0.98946,                0.86933,                 0.4879,                0.27279,                0.80658,             0.00027344,             0.00027344,             0.00027344
                    221,                 0.5398,                0.30932,                0.80598,                0.98352,                0.95806,                0.99022,                0.87836,                0.47894,                0.27373,                0.80709,             0.00026552,             0.00026552,             0.00026552
                    222,                0.56487,                0.31624,                0.81417,                0.98191,                0.95829,                0.98956,                0.87231,                0.49608,                0.28282,                0.80815,              0.0002576,              0.0002576,              0.0002576
                    223,                 0.5516,                0.31606,                0.80363,                0.98029,                0.95821,                0.99068,                0.87358,                0.49101,                0.27969,                0.80774,             0.00024968,             0.00024968,             0.00024968
                    224,                0.55373,                0.32696,                0.81311,                0.98225,                0.95666,                0.99107,                0.87764,                0.48013,                0.27639,                0.80742,             0.00024176,             0.00024176,             0.00024176
                    225,                0.56959,                0.32522,                0.80628,                0.98286,                0.95827,                0.99092,                0.87729,                 0.4802,                0.27566,                0.80732,             0.00023384,             0.00023384,             0.00023384
                    226,                0.55679,                 0.3203,                0.80417,                0.98199,                0.96287,                0.99078,                0.88121,                 0.4744,                0.27077,                0.80727,             0.00022592,             0.00022592,             0.00022592
                    227,                0.55903,                0.32879,                0.79909,                0.98504,                0.95108,                 0.9911,                0.87909,                0.47074,                0.27311,                 0.8059,               0.000218,               0.000218,               0.000218
                    228,                0.54042,                0.31523,                0.80536,                0.97449,                0.95827,                0.98811,                 0.8644,                0.48579,                0.27565,                0.80812,             0.00021008,             0.00021008,             0.00021008
                    229,                0.54255,                0.32003,                0.80871,                0.98191,                0.95833,                0.98997,                0.87658,                0.47822,                0.26906,                0.80735,             0.00020216,             0.00020216,             0.00020216
                    230,                0.56964,                0.32144,                0.80035,                0.98027,                0.95704,                0.98909,                0.86843,                 0.4856,                0.27761,                0.80666,             0.00019424,             0.00019424,             0.00019424
                    231,                0.55852,                0.31972,                0.81132,                 0.9824,                0.95666,                0.98969,                0.86609,                0.50154,                0.27785,                0.80619,             0.00018632,             0.00018632,             0.00018632
                    232,                0.54659,                0.32009,                0.80094,                 0.9809,                0.95666,                0.98994,                0.87382,                0.48109,                0.26836,                0.80631,              0.0001784,              0.0001784,              0.0001784
                    233,                0.56016,                0.31749,                0.80913,                0.98033,                0.96021,                0.98925,                0.87698,                0.47113,                0.27202,                0.80449,             0.00017048,             0.00017048,             0.00017048
                    234,                0.53622,                0.31897,                0.80934,                 0.9802,                0.95333,                0.98763,                0.87889,                0.46684,                0.26829,                0.80442,             0.00016256,             0.00016256,             0.00016256
                    235,                0.54929,                0.31323,                0.80806,                0.97869,                0.95987,                0.98839,                0.87596,                0.47785,                0.26461,                0.80571,             0.00015464,             0.00015464,             0.00015464
                    236,                0.54283,                0.31472,                0.81048,                0.97905,                0.95666,                0.98953,                0.87952,                0.46622,                0.26247,                0.80487,             0.00014672,             0.00014672,             0.00014672
                    237,                0.52483,                0.30691,                0.80395,                0.97707,                0.95754,                0.99013,                0.87782,                0.47189,                0.26773,                0.80464,              0.0001388,              0.0001388,              0.0001388
                    238,                0.53938,                 0.3123,                 0.7986,                0.98078,                0.95827,                0.99056,                0.88264,                 0.4598,                0.26728,                0.80391,             0.00013088,             0.00013088,             0.00013088
                    239,                0.54685,                0.31629,                0.81026,                0.98191,                0.95822,                0.99018,                0.87733,                0.46655,                0.26754,                0.80346,             0.00012296,             0.00012296,             0.00012296
                    240,                0.55747,                0.31573,                0.80768,                0.98349,                0.95609,                0.99053,                0.87974,                0.46774,                0.26661,                0.80349,             0.00011504,             0.00011504,             0.00011504
                    241,                0.56894,                0.33692,                0.80858,                0.98183,                0.95417,                0.98824,                0.87909,                0.47941,                0.27339,                0.80573,             0.00010712,             0.00010712,             0.00010712
                    242,                0.53848,                0.32311,                0.80409,                0.98569,                0.95506,                0.99078,                0.87876,                0.47471,                0.27141,                0.80502,               9.92e-05,               9.92e-05,               9.92e-05
                    243,                0.50942,                 0.3063,                0.80659,                0.98508,                 0.9538,                0.99016,                0.87512,                0.47893,                0.26685,                0.80477,              9.128e-05,              9.128e-05,              9.128e-05
                    244,                0.50429,                0.30316,                0.80362,                0.98664,                0.94865,                0.98791,                0.87191,                0.48071,                0.27285,                0.80424,              8.336e-05,              8.336e-05,              8.336e-05
                    245,                0.50786,                0.29895,                0.80461,                0.98606,                0.95024,                0.98902,                0.86825,                0.49642,                0.27474,                 0.8048,              7.544e-05,              7.544e-05,              7.544e-05
                    246,                0.51287,                0.30917,                0.80804,                0.98512,                 0.9564,                0.98992,                0.88167,                0.46943,                0.26668,                0.80406,              6.752e-05,              6.752e-05,              6.752e-05
                    247,                0.51946,                0.30235,                0.80851,                0.98189,                0.95827,                0.98918,                0.87374,                0.48055,                0.26999,                0.80385,               5.96e-05,               5.96e-05,               5.96e-05
                    248,                0.49383,                0.29405,                0.79908,                0.98105,                0.95666,                0.98948,                0.87166,                0.47788,                0.27032,                0.80357,              5.168e-05,              5.168e-05,              5.168e-05
                    249,                0.50123,                0.29373,                0.81759,                0.98186,                0.95578,                0.98998,                0.86972,                0.49119,                 0.2752,                0.80389,              4.376e-05,              4.376e-05,              4.376e-05
                    250,                0.50763,                0.29849,                0.80709,                0.98085,                0.95506,                0.99044,                0.87652,                0.47335,                0.26829,                0.80337,              3.584e-05,              3.584e-05,              3.584e-05
